Length,Height,Weight,Age
1.675,0.475,40.83745475,19.0
1.725,0.45,42.2124055,12.0
1.35,0.3375,17.73261225,8.0
1.25,0.3,15.74814725,6.0
1.6375,0.4375,40.83745475,19.0
1.375,0.35,27.499015,17.0
0.6375,0.1625,2.0695135,6.0
1.3,0.3375,20.3265915,8.0
1.5875,0.4875,45.529297,13.0
1.6375,0.5,40.44056175,20.0
1.3875,0.35,21.38969775,8.0
1.025,0.25,10.375917,13.0
1.7375,0.5,49.32813,13.0
1.0125,0.2625,8.40562675,7.0
1.5625,0.4375,35.50774875,11.0
1.2125,0.3125,16.386011,9.0
1.2,0.2875,14.5432935,9.0
1.65,0.425,45.529297,13.0
1.3625,0.35,22.169309,10.0
1.1,0.3125,14.69921575,8.0
0.875,0.225,5.1312595,7.0
1.5,0.4125,31.3261975,11.0
1.3125,0.3375,18.540573,10.0
1.1125,0.325,13.99047825,9.0
1.4375,0.375,24.777463,10.0
1.25,0.3375,19.06503875,9.0
1.425,0.3125,25.33027825,10.0
1.35,0.375,22.92057075,18.0
0.575,0.1375,1.8994165,5.0
1.4875,0.4,31.127751,12.0
0.4,0.0875,0.5953395,1.0
1.3625,0.45,20.53921275,10.0
1.075,0.25,12.88484775,7.0
1.3125,0.3625,21.87163925,10.0
1.3,0.375,20.638436,10.0
1.4375,0.35,24.607366,9.0
1.525,0.35,29.21415975,10.0
1.15,0.25,9.752228,7.0
0.9125,0.1875,6.30776375,7.0
1.4625,0.375,24.7491135,11.0
1.4625,0.3375,22.15513425,11.0
1.3,0.3875,18.1153305,10.0
1.175,0.3125,13.097469,7.0
1.7,0.45,48.26502375,12.0
1.5875,0.4125,37.6197865,9.0
1.1875,0.3125,14.571643,7.0
1.625,0.375,40.5681345,9.0
1.0625,0.25,10.95708175,9.0
1.5875,0.425,38.20095125,9.0
1.4625,0.3875,27.839209,11.0
0.875,0.2,5.88252125,6.0
1.525,0.375,34.189497,8.0
1.0375,0.275,8.50485,7.0
1.2875,0.3125,17.08057375,8.0
1.6,0.4375,35.0116325,20.0
1.6125,0.425,37.32211675,9.0
1.0,0.2125,10.432616,7.0
1.1875,0.2875,16.71203025,7.0
1.3,0.375,28.7180435,10.0
1.2875,0.3,15.88989475,9.0
1.0,0.2375,8.06543275,8.0
1.075,0.3,10.33339275,6.0
1.35,0.35,20.0997955,8.0
0.9625,0.2375,7.144074,7.0
1.65,0.425,40.993377,13.0
1.725,0.45,52.34735175,10.0
1.2,0.275,16.839603,8.0
1.4875,0.35,32.41765325,8.0
1.1625,0.3125,13.22504175,9.0
1.475,0.3625,30.8159065,9.0
1.5625,0.4125,35.0116325,10.0
1.0625,0.275,10.41844125,6.0
1.55,0.4125,34.60056475,11.0
1.3125,0.35,18.5122235,9.0
1.5,0.375,29.937072,11.0
1.6875,0.4875,45.2741515,9.0
1.6,0.375,40.44056175,8.0
1.7,0.525,44.4803655,12.0
0.85,0.1875,5.3013565,3.0
1.7125,0.4375,50.3770615,13.0
1.45,0.35,27.08794725,10.0
1.3125,0.375,26.12406425,9.0
1.6375,0.4,36.4291075,9.0
1.4375,0.3875,25.741346,10.0
1.525,0.4125,30.14969325,12.0
1.475,0.3875,31.34037225,11.0
0.925,0.225,6.066793,7.0
0.9125,0.2125,5.5848515,6.0
1.575,0.3625,30.0221205,9.0
1.325,0.3625,22.0275615,10.0
1.3625,0.35,23.09066775,10.0
1.5875,0.3875,37.0527965,10.0
1.75,0.5,48.5059945,16.0
1.45,0.3875,28.689694,10.0
0.7125,0.2125,3.01922175,7.0
1.3125,0.3,22.41027975,8.0
1.475,0.4125,26.23746225,11.0
1.4875,0.3875,26.26581175,10.0
1.3125,0.375,19.901349,8.0
1.1125,0.3125,10.375917,10.0
1.625,0.4375,38.90968875,10.0
1.0875,0.275,10.716111,7.0
1.2625,0.25,17.2648455,8.0
1.4625,0.4625,31.127751,11.0
1.4375,0.3,21.58814425,10.0
1.2625,0.4,29.937072,9.0
1.3,0.3375,16.9246515,8.0
1.0,0.2625,9.39785925,7.0
1.475,0.3625,28.22192725,14.0
1.0875,0.275,12.3320325,11.0
1.0,0.225,8.32057825,6.0
1.6125,0.4625,36.117263,8.0
1.675,0.4,36.0889135,19.0
1.05,0.275,10.3475675,7.0
1.6125,0.475,35.50774875,10.0
1.025,0.225,8.618248,7.0
1.4625,0.3875,24.79163775,8.0
1.1875,0.3,13.8062065,15.0
0.675,0.125,3.061746,5.0
1.2375,0.3375,18.9091165,10.0
1.3125,0.3625,23.85610425,15.0
1.525,0.4125,31.48211975,17.0
1.725,0.4875,49.781722,16.0
1.2375,0.3125,16.386011,9.0
1.4875,0.4375,28.76056775,10.0
1.1125,0.3125,12.09106175,7.0
1.5625,0.375,28.42037375,8.0
1.1,0.2625,10.30504325,7.0
1.5875,0.4375,32.19085725,10.0
1.475,0.4125,26.63435525,8.0
1.1625,0.2875,12.54465375,7.0
0.6375,0.2,2.2963095,5.0
1.275,0.3125,16.9246515,9.0
1.45,0.4875,28.292801,16.0
1.4375,0.375,31.19862475,11.0
0.825,0.2125,5.85417175,6.0
1.45,0.4125,26.365035,13.0
1.525,0.425,30.91512975,15.0
1.5625,0.3875,33.5374585,9.0
1.4,0.4,24.73493875,8.0
1.5,0.425,36.7693015,9.0
0.7,0.2,2.82077525,4.0
1.5125,0.4125,35.210079,21.0
1.0125,0.3,9.8372765,13.0
1.325,0.3125,18.75319425,8.0
1.125,0.275,12.99824575,10.0
1.2875,0.4125,22.169309,17.0
1.1,0.3,12.6722265,7.0
1.2125,0.3375,22.01338675,12.0
1.2625,0.3375,18.75319425,8.0
1.6125,0.4625,34.189497,11.0
1.65,0.5,43.1762885,11.0
1.4375,0.3875,24.84833675,10.0
1.5,0.4125,34.23202125,9.0
1.25,0.275,14.8834875,9.0
1.5,0.375,30.0221205,8.0
1.6,0.4375,44.94813225,14.0
1.5625,0.4,32.545226,10.0
0.6125,0.1375,1.54504775,5.0
1.2625,0.3125,18.12950525,8.0
1.6125,0.4125,35.0116325,11.0
1.2625,0.375,20.071446,10.0
1.3,0.35,20.19901875,16.0
1.5125,0.425,31.70891575,18.0
1.3625,0.4125,26.1665885,15.0
1.1125,0.275,12.3320325,6.0
1.2625,0.3125,18.27125275,7.0
0.925,0.225,5.613201,6.0
0.7875,0.2125,4.932813,7.0
1.7125,0.5375,52.219779,11.0
1.5875,0.425,36.27318525,10.0
1.3,0.35,20.79435825,11.0
1.35,0.375,22.169309,10.0
1.6625,0.4875,40.9083285,18.0
1.1375,0.3125,11.89261525,12.0
1.375,0.375,23.71435675,13.0
1.0625,0.2875,11.1413535,11.0
1.375,0.4125,21.659018,13.0
0.7,0.175,3.04757125,6.0
0.825,0.1875,3.86970675,6.0
1.45,0.375,24.70658925,8.0
0.725,0.2125,3.7704835,3.0
1.6375,0.5,39.745999,10.0
1.4875,0.3875,29.44095575,11.0
1.6,0.4,34.60056475,11.0
1.5875,0.4125,36.27318525,11.0
1.55,0.45,33.8776525,18.0
1.125,0.2875,13.154168,8.0
1.475,0.3625,29.8520235,9.0
1.3875,0.3125,20.6100865,8.0
1.6875,0.4625,41.730464,10.0
1.3875,0.375,23.5584345,9.0
1.2625,0.3125,18.29960225,8.0
1.3875,0.35,28.64716975,8.0
1.45,0.375,28.78891725,14.0
0.9875,0.2125,7.04485075,7.0
1.675,0.425,41.7588135,10.0
0.95,0.25,9.525432,7.0
1.3,0.3,23.88445375,15.0
1.65,0.575,41.95726,16.0
1.275,0.325,18.80989325,10.0
1.0625,0.2375,8.17883075,7.0
1.35,0.35,21.21960075,9.0
1.5875,0.4375,35.6920205,15.0
1.525,0.4375,36.117263,10.0
1.05,0.275,10.19164525,7.0
1.525,0.4125,32.0065855,9.0
1.5,0.3875,25.35862775,10.0
1.45,0.3625,25.7129965,12.0
1.4125,0.3625,26.01066625,9.0
0.975,0.225,9.3836845,6.0
1.425,0.4125,28.689694,14.0
1.3625,0.3375,23.00561925,15.0
1.4625,0.475,27.8675585,12.0
1.475,0.4125,30.0221205,9.0
1.0125,0.225,9.19941275,7.0
1.5625,0.425,35.833768,14.0
1.475,0.3875,32.4601775,11.0
1.2875,0.3375,16.76872925,8.0
1.15,0.35,13.664459,9.0
1.7,0.45,50.56133325,11.0
1.3125,0.375,18.5689225,19.0
0.9375,0.2,6.6054335,7.0
1.4625,0.3875,25.0326085,9.0
1.4875,0.4125,32.375129,15.0
1.4375,0.3375,23.926978,9.0
1.225,0.2875,15.1102835,8.0
1.375,0.3375,21.035329,9.0
1.225,0.3,16.839603,8.0
1.4875,0.375,32.50270175,8.0
1.5625,0.4125,30.1922175,21.0
1.375,0.3875,31.9498865,9.0
1.55,0.475,30.957654,11.0
1.3375,0.325,20.53921275,11.0
1.5,0.3625,31.18445,9.0
1.7,0.4625,45.5576465,12.0
1.45,0.3125,23.43086175,9.0
1.1,0.325,13.4660125,7.0
1.2875,0.4375,27.385617,13.0
1.4625,0.375,26.03901575,11.0
1.8,0.4875,48.26502375,12.0
1.55,0.3625,28.42037375,10.0
1.1625,0.3125,16.25843825,10.0
1.3625,0.4125,25.3728025,11.0
1.1375,0.275,12.57300325,7.0
1.525,0.425,33.52328375,12.0
1.55,0.425,33.8776525,10.0
1.4625,0.4125,27.1871705,10.0
1.6375,0.4375,38.838815,18.0
1.3875,0.3625,26.09571475,9.0
1.2125,0.3125,16.9813505,7.0
1.5875,0.4375,35.777069,9.0
1.375,0.375,21.72989175,11.0
1.25,0.375,18.75319425,8.0
0.85,0.2,5.96756975,7.0
1.425,0.3375,26.69105425,14.0
1.375,0.35,22.55202725,8.0
1.225,0.35,16.839603,12.0
0.7625,0.1875,3.67126025,6.0
1.575,0.425,33.92017675,16.0
1.3125,0.325,20.97863,9.0
1.55,0.4625,31.808139,19.0
1.5125,0.3625,27.03124825,11.0
0.725,0.2125,3.6570855,6.0
1.4875,0.425,30.03629525,11.0
1.5375,0.4,31.6096925,11.0
1.0,0.2375,7.95203475,9.0
1.5875,0.425,39.859397,12.0
1.2,0.35,17.293195,10.0
1.5,0.425,29.937072,9.0
0.825,0.225,5.783298,6.0
1.1,0.2875,11.55242125,8.0
1.325,0.375,19.6462035,13.0
0.9875,0.25,7.44174375,7.0
1.3625,0.4375,28.066005,18.0
1.5,0.375,29.27085875,9.0
0.725,0.175,2.8632995,5.0
1.3125,0.325,18.4555245,7.0
1.525,0.4125,32.16250775,10.0
1.4875,0.35,27.8675585,10.0
1.525,0.475,33.26813825,14.0
1.675,0.4375,48.20832475,13.0
1.7125,0.4375,44.395317,11.0
1.175,0.2875,11.509897,8.0
1.5875,0.4375,38.9805625,13.0
1.175,0.325,14.01882775,15.0
1.45,0.4,27.78251,13.0
1.0375,0.3125,10.4042665,8.0
1.1,0.2625,11.6516445,8.0
1.2625,0.3375,17.2648455,8.0
1.65,0.4875,38.00250475,20.0
1.725,0.425,41.23434775,12.0
1.5,0.3875,29.1716355,17.0
1.0375,0.3,10.27669375,8.0
0.9625,0.2375,8.00873375,6.0
1.4375,0.325,22.75047375,8.0
1.0375,0.2375,10.5176645,8.0
1.0375,0.25,8.5331995,6.0
1.3875,0.4125,27.6974615,17.0
1.075,0.25,10.44679075,7.0
1.4125,0.3625,24.607366,10.0
1.0125,0.225,9.07184,6.0
1.2625,0.2875,19.4761065,10.0
1.5625,0.3875,34.8415355,11.0
1.5375,0.375,31.18445,9.0
1.5125,0.425,32.375129,12.0
1.3125,0.3625,22.1409595,8.0
1.3,0.375,21.27629975,15.0
1.5625,0.4,34.3879435,9.0
1.6125,0.425,32.89959475,10.0
0.9,0.2375,6.30776375,5.0
1.6875,0.4,41.900561,16.0
1.3125,0.375,23.4450365,9.0
1.3,0.325,18.75319425,8.0
1.3125,0.3375,22.24018275,8.0
0.8875,0.2,6.95980225,8.0
1.125,0.2625,13.08329425,9.0
1.45,0.4,31.2694985,14.0
0.625,0.1875,3.33106625,6.0
1.5,0.425,32.16250775,14.0
1.3875,0.4125,27.78251,13.0
1.5625,0.4125,32.545226,10.0
1.675,0.45,45.8978405,11.0
1.5125,0.4,29.44095575,15.0
1.45,0.35,20.0430965,10.0
1.35,0.3125,20.921931,8.0
1.0875,0.275,10.41844125,7.0
1.1875,0.3,16.5277585,9.0
1.4125,0.35,25.3728025,12.0
1.2625,0.3125,17.7184375,9.0
1.6125,0.4,34.77066175,11.0
1.025,0.25,9.4970825,7.0
1.5125,0.4375,34.699788,12.0
0.9125,0.2125,5.8116475,5.0
1.425,0.4125,27.39979175,9.0
1.5625,0.45,35.62114675,9.0
1.6125,0.4375,44.395317,10.0
1.125,0.325,13.8062065,9.0
1.5125,0.425,31.99241075,14.0
0.8375,0.2375,4.819415,6.0
1.375,0.3875,22.55202725,10.0
1.525,0.4,30.51823675,10.0
1.425,0.375,27.76833525,9.0
0.9625,0.2,7.1157245,6.0
1.425,0.4375,28.8314415,10.0
1.525,0.3875,29.15746075,10.0
1.3125,0.3625,20.14231975,9.0
1.5375,0.475,38.51279575,13.0
1.5,0.5375,38.42774725,16.0
1.2,0.3125,15.2236815,8.0
1.425,0.4375,28.5479465,11.0
0.85,0.1875,5.10291,6.0
0.975,0.225,7.994559,8.0
1.2875,0.325,20.0430965,17.0
1.4875,0.3875,27.22969475,16.0
1.45,0.3375,22.52367775,15.0
1.3875,0.35,24.7491135,9.0
1.4625,0.3875,29.9087225,8.0
1.2125,0.3125,17.56251525,8.0
0.9375,0.2375,7.41339425,7.0
1.025,0.25,10.73028575,8.0
1.175,0.3125,14.2030995,9.0
1.4125,0.3375,24.2388225,11.0
1.6,0.375,32.16250775,10.0
1.4,0.3625,22.566202,12.0
1.5,0.375,31.18445,16.0
0.8125,0.2,5.5848515,7.0
1.375,0.375,25.61377325,14.0
1.3625,0.3125,20.28406725,9.0
1.275,0.3125,15.252031,10.0
0.9875,0.2125,6.98815175,8.0
1.5625,0.4,29.97959625,11.0
1.375,0.3625,22.0275615,8.0
1.2125,0.3375,15.30873,12.0
1.6375,0.4375,36.55668025,11.0
1.525,0.425,31.467945,13.0
1.4,0.4,24.6357155,10.0
0.9375,0.1875,6.13766675,5.0
1.3,0.3375,17.02387475,9.0
1.3875,0.325,19.447757,9.0
1.15,0.3,12.74310025,8.0
1.3375,0.3625,21.87163925,12.0
1.1,0.3125,11.90679,7.0
1.525,0.4,31.18445,10.0
1.475,0.4125,25.798045,9.0
1.0625,0.2625,9.4970825,7.0
1.5125,0.4125,35.93299125,11.0
0.5875,0.1375,2.99087225,5.0
1.45,0.375,34.60056475,9.0
1.425,0.3375,28.76056775,9.0
1.6,0.475,32.6869735,11.0
1.125,0.2875,12.984071,9.0
1.35,0.3375,21.659018,9.0
1.2,0.3125,16.2442635,8.0
1.4375,0.3375,21.659018,8.0
1.2375,0.325,21.659018,9.0
1.3,0.35,19.17843675,7.0
1.5625,0.375,31.70891575,10.0
1.0625,0.25,10.33339275,7.0
1.4,0.3875,24.664065,11.0
1.1,0.2625,10.41844125,7.0
1.3875,0.375,22.80717275,14.0
1.325,0.375,21.27629975,14.0
1.2,0.2875,17.50581625,9.0
1.6875,0.5,46.84754875,15.0
1.425,0.4,24.153774,10.0
0.925,0.2375,6.33611325,7.0
1.4625,0.35,23.85610425,10.0
1.35,0.3125,23.40251225,8.0
1.45,0.4375,50.632207,14.0
1.1375,0.275,12.91319725,9.0
0.9625,0.25,8.107957,8.0
1.7375,0.5375,57.606184,22.0
1.45,0.4,22.1976585,12.0
1.325,0.375,19.85882475,10.0
1.55,0.425,35.6920205,8.0
1.5,0.375,28.27862625,10.0
1.4,0.3375,25.3728025,9.0
1.525,0.35,31.808139,9.0
1.5375,0.425,31.62386725,9.0
1.5125,0.3875,32.16250775,8.0
1.5125,0.35,31.127751,9.0
1.25,0.425,24.323871,15.0
0.975,0.25,7.55514175,7.0
1.475,0.425,28.36367475,11.0
1.525,0.4125,35.25260325,12.0
1.6125,0.4,36.61337925,11.0
1.6125,0.4625,35.210079,13.0
1.4375,0.375,26.705229,10.0
1.5,0.4,26.01066625,11.0
1.4125,0.375,26.2232875,10.0
1.475,0.4125,24.73493875,9.0
0.9,0.275,7.72523875,16.0
1.775,0.4875,55.5366705,10.0
1.525,0.3875,30.43318825,9.0
1.625,0.5125,49.5265765,11.0
1.525,0.4,30.957654,19.0
0.8375,0.1875,5.3013565,5.0
1.1375,0.2625,11.77921725,8.0
1.2625,0.3125,14.81261375,15.0
1.375,0.4,24.73493875,10.0
0.5875,0.1375,1.99863975,5.0
1.55,0.375,35.096681,11.0
1.175,0.325,14.81261375,9.0
1.575,0.4125,37.32211675,11.0
1.3625,0.4,22.1409595,14.0
1.5375,0.475,29.9654215,10.0
1.175,0.325,14.81261375,8.0
1.5625,0.4,31.90736225,12.0
1.45,0.35,23.45921125,9.0
1.375,0.4125,25.7696955,18.0
1.6,0.4,31.6096925,9.0
1.525,0.425,31.99241075,17.0
1.575,0.4375,37.137845,13.0
0.9625,0.2,6.36446275,7.0
1.45,0.375,30.277266,11.0
0.8125,0.1875,5.3013565,6.0
0.7,0.2,2.73572675,7.0
1.525,0.4125,30.8726055,11.0
1.55,0.4125,30.51823675,11.0
1.525,0.4375,31.808139,9.0
1.275,0.3625,20.468339,10.0
1.5875,0.4375,38.82464025,12.0
0.6125,0.1625,2.381358,6.0
0.7,0.1625,2.8066005,5.0
1.475,0.4125,31.808139,14.0
1.55,0.3875,29.199985,14.0
1.575,0.375,34.529691,9.0
0.875,0.2,5.5848515,9.0
1.8,0.5375,56.14618475,16.0
0.8375,0.2,4.819415,6.0
1.1,0.275,12.99824575,8.0
1.625,0.4375,36.55668025,10.0
1.5875,0.425,38.22930075,11.0
1.1375,0.2625,12.60135275,8.0
1.625,0.3875,38.612019,9.0
1.2875,0.325,20.70930975,10.0
1.425,0.3875,27.99513125,10.0
1.625,0.475,39.859397,15.0
1.625,0.4125,32.95629375,12.0
1.4125,0.3625,25.51455,10.0
1.275,0.325,15.77649675,9.0
1.6125,0.4375,38.20095125,26.0
1.425,0.4875,31.808139,20.0
1.2125,0.35,19.20678625,9.0
1.4125,0.3875,27.328918,10.0
1.425,0.35,24.7491135,8.0
1.4375,0.375,24.99008425,9.0
1.4,0.4,25.51455,12.0
1.5375,0.4375,37.7331845,14.0
1.7375,0.525,42.82191975,15.0
1.425,0.425,24.59319125,9.0
0.9375,0.225,6.123492,7.0
1.35,0.35,24.22464775,14.0
1.6875,0.5,43.64405525,14.0
1.3,0.4,24.73493875,8.0
0.9,0.2125,6.95980225,7.0
1.4625,0.4,24.76328825,12.0
1.4625,0.4125,31.59551775,11.0
1.4125,0.3875,24.16794875,9.0
1.55,0.425,34.45881725,10.0
1.45,0.5,31.51046925,10.0
1.625,0.425,36.85435,11.0
1.5,0.375,30.4190135,10.0
1.575,0.4125,36.61337925,9.0
1.575,0.4,30.1922175,9.0
1.5,0.375,32.16250775,10.0
1.6375,0.475,39.349106,11.0
0.9375,0.25,8.57572375,7.0
1.525,0.3875,33.40988575,11.0
0.9375,0.2375,6.123492,7.0
0.8625,0.2375,5.10291,6.0
1.4625,0.4125,30.4190135,9.0
1.5375,0.4125,31.90736225,14.0
1.0375,0.2375,8.17883075,6.0
1.5,0.4125,30.34813975,12.0
1.3875,0.4,24.73493875,11.0
0.85,0.175,5.10291,6.0
1.425,0.425,23.79940525,9.0
1.2625,0.3125,16.9246515,11.0
1.1375,0.3125,12.68640125,14.0
1.425,0.35,24.323871,9.0
1.3625,0.4125,25.741346,14.0
1.525,0.4,29.8520235,13.0
1.4,0.3875,26.12406425,11.0
1.3375,0.3375,23.9553275,10.0
1.1625,0.2625,12.2753335,9.0
1.475,0.3125,24.22464775,9.0
0.4625,0.1,0.8221355,5.0
1.6,0.4,36.61337925,12.0
0.7,0.1375,3.13261975,6.0
1.0625,0.275,10.19164525,8.0
1.3125,0.4125,21.4038725,19.0
1.3,0.2875,17.53416575,9.0
1.3,0.325,20.97863,10.0
1.325,0.425,22.5378525,9.0
1.5625,0.4,30.09299425,9.0
1.625,0.4125,36.117263,9.0
1.2,0.3,13.53688625,10.0
1.5,0.4375,26.80445225,8.0
1.35,0.3625,23.37416275,10.0
1.3,0.35,21.58814425,8.0
1.425,0.3375,28.08017975,10.0
1.05,0.25,8.278054,6.0
1.45,0.375,24.6357155,10.0
1.1125,0.25,10.716111,7.0
1.475,0.4,28.76056775,8.0
1.2375,0.2875,13.8062065,9.0
0.975,0.2375,7.087375,8.0
1.2875,0.3875,27.499015,16.0
1.05,0.25,10.2341695,8.0
1.8,0.525,63.389482,12.0
0.975,0.25,7.75358825,6.0
1.4125,0.3625,24.323871,9.0
1.6625,0.3875,36.570855,9.0
1.4,0.3875,25.741346,9.0
0.7875,0.175,3.64291075,6.0
1.5625,0.4375,38.20095125,15.0
1.6125,0.4875,36.173962,20.0
0.45,0.1125,0.86465975,4.0
1.45,0.2875,24.6357155,8.0
1.375,0.375,23.019794,9.0
1.025,0.2875,10.77281,12.0
1.3125,0.375,17.633389,9.0
1.7,0.475,50.53298375,11.0
0.7125,0.15,2.96252275,7.0
1.55,0.3625,30.57493575,10.0
0.725,0.2,3.6003865,4.0
0.8125,0.1875,4.09650275,5.0
1.5,0.4125,32.431828,10.0
1.425,0.4375,25.51455,10.0
1.5125,0.4375,33.04134225,9.0
0.475,0.1,0.75126175,4.0
1.6125,0.4625,37.57726225,20.0
1.3875,0.3375,22.5945515,8.0
1.5125,0.425,30.43318825,11.0
1.125,0.3,13.56523575,8.0
1.375,0.325,23.54425975,9.0
1.3125,0.35,20.14231975,10.0
1.5125,0.4375,34.6147395,20.0
1.425,0.35,24.84833675,9.0
1.7,0.4375,41.7588135,12.0
1.7,0.4375,40.61065875,10.0
1.775,0.45,43.1762885,11.0
1.25,0.35,16.2442635,9.0
1.55,0.4125,30.63163475,11.0
1.1875,0.325,16.386011,10.0
1.475,0.4125,27.88173325,14.0
0.8125,0.2125,4.09650275,7.0
0.9875,0.225,7.9662095,9.0
1.375,0.35,20.638436,10.0
1.0375,0.275,10.95708175,8.0
1.2125,0.325,21.72989175,14.0
1.625,0.475,42.070658,20.0
1.7375,0.5,53.070264,10.0
1.3625,0.3,22.9914445,10.0
0.975,0.225,7.55514175,6.0
1.425,0.375,27.9809565,13.0
1.5625,0.375,33.43823525,9.0
1.175,0.3,14.458245,7.0
1.1125,0.3125,11.89261525,14.0
1.5375,0.4125,37.0527965,11.0
1.55,0.3875,37.137845,10.0
1.375,0.375,23.85610425,8.0
1.5625,0.4125,34.8415355,15.0
1.575,0.4125,40.07201825,11.0
0.9625,0.2125,7.9662095,7.0
1.0,0.25,9.63883,7.0
1.2875,0.3375,17.95940825,17.0
1.25,0.3875,20.19901875,9.0
1.175,0.3375,12.37455675,9.0
1.475,0.3625,31.70891575,9.0
1.1875,0.3375,13.13999325,16.0
0.95,0.2375,7.95203475,7.0
0.575,0.1625,1.82854275,2.0
1.5,0.4375,33.6508565,12.0
1.0375,0.2625,11.0279555,8.0
1.6,0.4625,32.89959475,11.0
0.7,0.1875,3.16096925,5.0
1.1375,0.2625,11.9351395,12.0
1.5,0.3875,26.08154,9.0
1.0625,0.2375,10.886208,8.0
1.8625,0.45,55.35239875,11.0
1.3875,0.3125,26.1665885,14.0
0.925,0.25,7.24329725,7.0
1.4125,0.325,23.700182,8.0
1.4625,0.375,27.99513125,10.0
1.5625,0.4125,32.205032,10.0
1.6125,0.55,41.48949325,15.0
0.6875,0.175,2.664853,5.0
1.6875,0.4375,42.2124055,13.0
1.175,0.275,14.07552675,8.0
1.55,0.325,28.81726675,10.0
1.125,0.3,12.0485375,10.0
1.175,0.275,13.53688625,11.0
1.2,0.325,14.81261375,8.0
1.475,0.4,29.653577,9.0
1.7375,0.5,47.95317925,11.0
1.3125,0.3875,18.370476,11.0
1.2,0.3,15.7339725,7.0
1.5125,0.375,29.540179,8.0
1.4375,0.3875,26.32251075,14.0
0.7375,0.1875,3.572037,5.0
1.4375,0.3875,20.87940675,9.0
1.85,0.5,55.961913,11.0
1.375,0.3625,22.0275615,10.0
1.425,0.375,24.62154075,8.0
1.425,0.425,26.54930675,12.0
1.575,0.4625,35.62114675,13.0
1.4625,0.425,33.38153625,10.0
1.2,0.3,13.8062065,7.0
1.3,0.3125,16.51358375,10.0
1.625,0.4625,36.570855,11.0
1.2,0.3,14.458245,9.0
1.625,0.4625,38.215126,11.0
1.1875,0.3,13.53688625,8.0
1.375,0.3125,20.184844,9.0
0.5125,0.1,1.13398,4.0
0.8125,0.1625,4.876114,5.0
0.925,0.225,6.6054335,6.0
1.325,0.3625,23.37416275,11.0
1.1,0.2875,11.60912025,14.0
1.5625,0.4,35.0116325,11.0
1.6625,0.3875,38.08755325,9.0
1.2875,0.3375,17.02387475,8.0
1.5,0.4875,34.57163325,16.0
1.3125,0.35,22.963095,10.0
1.125,0.275,13.90542975,8.0
1.1,0.35,12.94154675,14.0
1.5625,0.3875,31.638042,10.0
1.6375,0.475,38.65454325,12.0
0.925,0.2375,6.81805475,12.0
0.6875,0.175,2.99087225,6.0
0.8875,0.25,6.917278,7.0
1.3,0.275,18.72484475,9.0
1.525,0.425,31.22697425,10.0
1.5625,0.3875,30.71668325,11.0
1.5625,0.4625,36.4291075,11.0
1.7375,0.4875,47.86813075,12.0
1.3125,0.3875,20.22736825,12.0
1.3875,0.375,22.15513425,15.0
1.65,0.475,41.560367,11.0
1.4375,0.3375,24.323871,11.0
1.625,0.475,34.6147395,19.0
0.825,0.2,5.0745605,6.0
1.625,0.4625,37.42134,9.0
1.575,0.375,32.95629375,10.0
1.7125,0.425,48.5059945,11.0
1.4125,0.325,26.09571475,9.0
1.525,0.375,24.81998725,8.0
1.3,0.3375,15.4504775,9.0
1.15,0.3625,12.47378,10.0
1.4375,0.375,31.6096925,9.0
0.9625,0.225,7.44174375,8.0
1.55,0.5,34.06192425,13.0
0.7,0.175,3.24601775,5.0
0.825,0.2125,5.2446575,5.0
1.4875,0.375,32.13415825,10.0
1.5,0.325,26.988724,11.0
1.4375,0.3375,27.4139665,11.0
1.35,0.3875,19.83047525,10.0
1.3375,0.3375,22.75047375,19.0
1.1875,0.25,15.83319575,7.0
1.475,0.375,27.1871705,11.0
1.5375,0.4375,36.3724085,17.0
1.6625,0.375,39.41997975,13.0
1.4625,0.35,27.839209,9.0
1.5,0.425,32.33260475,7.0
1.525,0.4125,28.4912475,11.0
1.625,0.5,39.8877465,10.0
1.5,0.4,33.8776525,10.0
1.45,0.4125,26.308336,9.0
0.5875,0.1375,2.0128145,5.0
0.6375,0.15,2.0695135,5.0
1.5875,0.4,36.85435,10.0
1.075,0.2625,10.21999475,9.0
1.425,0.325,23.586784,15.0
1.4375,0.3625,22.75047375,9.0
0.925,0.25,7.10154975,6.0
1.3125,0.3,15.43630275,8.0
1.3,0.3125,19.37688325,8.0
1.55,0.3875,30.03629525,9.0
1.125,0.3125,13.56523575,8.0
1.375,0.325,19.57532975,11.0
1.5125,0.4375,33.72173025,14.0
1.45,0.4125,25.69882175,11.0
1.0375,0.225,8.901743,7.0
1.1625,0.2625,12.09106175,8.0
1.1,0.3125,11.80756675,9.0
1.45,0.375,27.839209,9.0
0.725,0.15,3.5436875,5.0
1.525,0.375,29.256684,8.0
0.825,0.225,5.556502,5.0
0.9,0.2375,6.47786075,7.0
1.4875,0.4125,32.205032,10.0
1.65,0.4875,47.86813075,12.0
1.0,0.275,9.07184,7.0
1.225,0.325,16.40018575,14.0
1.3625,0.375,23.11901725,15.0
1.1375,0.275,12.984071,9.0
1.5125,0.4125,31.2694985,15.0
1.4,0.3625,24.6357155,10.0
0.875,0.2125,5.556502,7.0
1.125,0.3,11.5949455,9.0
1.6375,0.4375,38.90968875,9.0
0.9125,0.2125,6.180191,6.0
1.5625,0.375,36.1456125,9.0
